route	page	#	station	text
London-North-Western-North	0198	001	DEGANWY	Platform Lengths Deganwy
London-North-Western-North	0198	002	DEGANWY	Platform Up 180m (197 yds)
London-North-Western-North	0198	003	DEGANWY	Platform Down 195m (213 yds)
London-North-Western-North	0199	002	LLANDUDNO	Platform Lengths Llandudno
London-North-Western-North	0204	006	NAVIGATION ROAD	Platform Lengths Navigation Road
London-North-Western-North	0204	007	NAVIGATION ROAD	Platform Up Down Main 121m (132 yds)
London-North-Western-North	0205	007	ALTRINCHAM	Platform Lengths Altrincham
London-North-Western-North	0205	008	ALTRINCHAM	Platform 3 Up 167m (183 yds)
London-North-Western-North	0205	009	ALTRINCHAM	Platform 4 Down 141m (1154 yds)
London-North-Western-North	0208	001	LOSTOCK GRALAM	Platform Lengths Lostock Gralam
London-North-Western-North	0208	002	LOSTOCK GRALAM	Platform Up 101m (110 yds)
London-North-Western-North	0208	003	LOSTOCK GRALAM	Platform Down 103m (113 yds)
London-North-Western-North	0208	008	LOSTOCK GRALAM	Down 4 Up Goods 478m (1569ft)
London-North-Western-North	0209	006	NORTHWICH	Platform Lengths Northwich
London-North-Western-North	0209	007	NORTHWICH	Platform Up 121m (132 yds)
London-North-Western-North	0209	008	NORTHWICH	Platform Down 120m (131 yds)
London-North-Western-North	0210	001	GREENBANK	Platform Lengths. Greenbank
London-North-Western-North	0210	002	GREENBANK	Platform Up 77m (84 3)
London-North-Western-North	0210	003	GREENBANK	Platform Down 82m (90 yds)
London-North-Western-North	0212	008	MOULDSWORTH	Platform Up 77m (84 5)
London-North-Western-North	0212	009	MOULDSWORTH	Platform Down 51m (56 yds)
London-North-Western-North	0254	009	PRESTON	Platform Lengths Preston
London-North-Western-North	0254	011	PRESTON	Platform 1 C
London-North-Western-North	0254	013	PRESTON	Up 4 Down 272m (297yards) Permissive-PP
London-North-Western-North	0254	014	PRESTON	Platform 2
London-North-Western-North	0254	016	PRESTON	Up 4 Down 272m (297yards) Permissive-PP
London-North-Western-North	0254	017	PRESTON	Platform 3
London-North-Western-North	0254	019	PRESTON	Up a Down 359m (393yards) Permissive-PP
London-North-Western-North	0254	020	PRESTON	Platform 3C
London-North-Western-North	0258	003	LANCASTER	775 metres (2542 feet) (from north end Platform 5)
London-North-Western-North	0261	006	OXENHOLME	Platform Lengths Oxenholme
London-North-Western-North	0261	007	OXENHOLME	Platform 1 279 metres (305 yards)
London-North-Western-North	0261	008	OXENHOLME	Platform 2 266 metres (291 yards)
London-North-Western-North	0266	006	PENRITH	Platform Lengths Penrith
London-North-Western-North	0266	007	PENRITH	Platform 1 279 metres (305 yards)
London-North-Western-North	0266	008	PENRITH	Platform 2. 279 metres (305 yards)
London-North-Western-North	0266	009	PENRITH	Platform 3 102 metres (112 yards)
London-North-Western-North	0270	008	CARLISLE	Platform Lengths Carlisle
London-North-Western-North	0270	009	CARLISLE	Platform 1 (Up direction)
London-North-Western-North	0270	010	CARLISLE	331 metres (362 yards) (PP-A) (except between
London-North-Western-North	0277	008	SALWICK	Platform Lengths Salwick.
London-North-Western-North	0277	009	SALWICK	Up platform 93 metres (102 yards).
London-North-Western-North	0277	010	SALWICK	Down platform 93 metres (102 yards).
London-North-Western-North	0280	010	BLACKPOOL NORTH	platform.
London-North-Western-North	0280	011	BLACKPOOL NORTH	Platform lengths Blackpool North
London-North-Western-North	0280	012	BLACKPOOL NORTH	Platform 1 277 metres (303 yards).
London-North-Western-North	0280	013	BLACKPOOL NORTH	Platform 2 277 metres (303 yards).
London-North-Western-North	0280	014	BLACKPOOL NORTH	Platform 3 217 metres (237 yards).
London-North-Western-North	0280	015	BLACKPOOL NORTH	Platform 4 205 metres (224 yards).
London-North-Western-North	0280	016	BLACKPOOL NORTH	Platform 5 208 metres (227 yards).
London-North-Western-North	0280	017	BLACKPOOL NORTH	Platform 6 205 metres (224 yards).
London-North-Western-North	0280	018	BLACKPOOL NORTH	PP authorised in all platforms.
London-North-Western-North	0283	005	MOSS SIDE	Platform Length Moss Side
London-North-Western-North	0283	006	MOSS SIDE	97 metres (106 yards)
London-North-Western-North	0288	007	BARE LANE	Platform Lengths Bare Lane.
London-North-Western-North	0288	008	BARE LANE	Platform 1. 76 metres (83 yards).
London-North-Western-North	0288	009	BARE LANE	Platform 2 67 metres (73 yards).
London-North-Western-North	0289	006	MORECAMBE	Platform Lengths Morecambe.
London-North-Western-North	0289	007	MORECAMBE	Platform 1 113 metres (124 yards).
London-North-Western-North	0289	008	MORECAMBE	Platform 2. 143 metres (156 yards).
London-North-Western-North	0291	009	BARE LANE	For Bare Lane platform lengths, see NW4011-001.
London-North-Western-North	0302	007	CARNFORTH	Platform Lengths Carnforth
London-North-Western-North	0302	008	CARNFORTH	Platform 1 257 metres (281 yards)
London-North-Western-North	0302	010	CARNFORTH	Up 244 metres (267 yards)
London-North-Western-North	0302	011	CARNFORTH	Down 244 metres (267 yards)
London-North-Western-North	0310	001	ASKAM	Platform Lengths Askam
London-North-Western-North	0310	002	ASKAM	Up 61 metres (67 yards)
London-North-Western-North	0310	003	ASKAM	Down 52 metres (57 yards)
London-North-Western-North	0312	001	MILLOM	Platform Lengths Millom
London-North-Western-North	0312	002	MILLOM	Up 120m (131 yards)
London-North-Western-North	0312	003	MILLOM	Down 122m (133 yards)
London-North-Western-North	0317	001	CORKICKLE	Platform Lengths Corkickle
London-North-Western-North	0317	002	CORKICKLE	Down Up 56 metres (61 yards)
London-North-Western-North	0319	001	HARRINGTON	Platform Lengths Harrington
London-North-Western-North	0319	002	HARRINGTON	Platform Up 43 metres (47 yards)
London-North-Western-North	0319	003	HARRINGTON	Platform Down 43 metres (47 yards)
London-North-Western-North	0320	003	WORKINGTON	Platform Lengths Workington
London-North-Western-North	0320	004	WORKINGTON	Platform Up 80m (87 3)
London-North-Western-North	0320	005	WORKINGTON	Platform Down 79m (86 yds)
London-North-Western-North	0321	002	FLIMBY	Platform Lengths Flimby
London-North-Western-North	0321	003	FLIMBY	Platform Up 53m (58 yds)
London-North-Western-North	0321	004	FLIMBY	Platform Down 45m (49 yds)
London-North-Western-North	0322	001	MARYPORT	Platform Lengths Maryport
London-North-Western-North	0322	002	MARYPORT	Platform Down 4 Up 89m (97 yds)
London-North-Western-North	0322	003	MARYPORT	DN 4 UP Platform 160m (525ft)
London-North-Western-North	0324	001	DALSTON	Platform Lengths Dalston
London-North-Western-North	0324	002	DALSTON	Platform Up 80m (87 yds)
London-North-Western-North	0324	003	DALSTON	Platform Down 75m (82 yds)
London-North-Western-North	0352	002	SANDBACH	USDP. Up 4 Down Platform
London-North-Western-North	0357	004	STOCKPORT	Platform Lengths Stockport
London-North-Western-North	0357	005	STOCKPORT	Platform 0 143m (156 yards)
London-North-Western-North	0361	004	MANCHESTER PICCADILLY	Platform Lengths Manchester Piccadilly
London-North-Western-North	0361	032	MANCHESTER PICCADILLY	Up 277m (303 yards)
London-North-Western-North	0361	034	MANCHESTER PICCADILLY	Down 277m (303 yards)
London-North-Western-North	0361	036	MANCHESTER PICCADILLY	Up 265m (290 yards)
London-North-Western-North	0361	038	MANCHESTER PICCADILLY	Down 266m (291 yards)
London-North-Western-North	0365	001	MANCHESTER AIRPORT	Platforms 5 and 6, Outbound and Inbound lines are
London-North-Western-North	0366	012	NORTON BRIDGE	Platform length 87 metres (95 yards).
London-North-Western-North	0367	007	STONE	Platform Lengths Stone
London-North-Western-North	0367	008	STONE	Platform 1 104 metres (114 yards).
London-North-Western-North	0367	009	STONE	Platform 2 131 metres (143 yards).
London-North-Western-North	0371	005	STOKE-ON-TRENT	Platform Lengths Stoke-on-Trent
London-North-Western-North	0371	006	STOKE-ON-TRENT	Platform 1
London-North-Western-North	0371	007	STOKE-ON-TRENT	Up Down 268m (293 yards)
London-North-Western-North	0371	008	STOKE-ON-TRENT	Platform 2
London-North-Western-North	0371	009	STOKE-ON-TRENT	Up Down 276 metres (302 yards)
London-North-Western-North	0371	010	STOKE-ON-TRENT	Platform 3
London-North-Western-North	0371	011	STOKE-ON-TRENT	Bay 88 metres (96 yards)
London-North-Western-North	0374	004	LONGPORT	Platform Lengths Longport
London-North-Western-North	0374	006	LONGPORT	Up 160 metres (175 yards)
London-North-Western-North	0374	008	LONGPORT	Down 116 metres (127 yards)
London-North-Western-North	0375	006	KIDSGROVE	Platform Lengths Kidsgrove
London-North-Western-North	0375	007	KIDSGROVE	Platform 1
London-North-Western-North	0376	012	CONGLETON	Platform Lengths Congleton
London-North-Western-North	0376	014	CONGLETON	Up 171m (187yards)
London-North-Western-North	0376	016	CONGLETON	Down 151m (165yards)
London-North-Western-North	0377	002	MACCLESFIELD	USDPLUp 4 Down Platform line
London-North-Western-North	0379	005	CHEADLE HULME	Platform Lengths Cheadle Hulme
London-North-Western-North	0379	006	CHEADLE HULME	Platform 3 121 metres (132 yards).
London-North-Western-North	0379	007	CHEADLE HULME	Platform 4 183 metres (200 yards).
London-North-Western-North	0390	004	ARDWICK	Platform Lengths  Ardwick
London-North-Western-North	0390	005	ARDWICK	Up 152m (166yards)
London-North-Western-North	0390	006	ARDWICK	Down 152m (166yards)
London-North-Western-North	0419	004	MANCHESTER PICCADILLY	Platform Lengths Manchester Piccadilly.
London-North-Western-North	0419	005	MANCHESTER PICCADILLY	Platforms 1 - 12 see NW5001-011 for details.
London-North-Western-North	0419	006	MANCHESTER PICCADILLY	Plat. 13 (Up direction). 277 metres (303 yards).
London-North-Western-North	0419	007	MANCHESTER PICCADILLY	Plat. 13 (Down direction) 277 metres (303 yards).
London-North-Western-North	0419	008	MANCHESTER PICCADILLY	Plat. 14 (Down direction) 269 metres (294 yards).
London-North-Western-North	0419	009	MANCHESTER PICCADILLY	Plat. 14 (Up direction). 269 metres (294 yards).
London-North-Western-North	0421	006	DEANSGATE	Platform Lengths Deansgate.
London-North-Western-North	0421	007	DEANSGATE	Plat. 1 (both directions) 150 metres (164 yards).
London-North-Western-North	0421	008	DEANSGATE	Plat. 2 (both directions) 155 metres (170 yards).
London-North-Western-North	0423	003	SALFORD CRESCENT	Platform Lengths Salford Crescent.
London-North-Western-North	0423	004	SALFORD CRESCENT	Plat. 1 (both directions). 158 metres (173 yards).
London-North-Western-North	0423	005	SALFORD CRESCENT	Plat. 2 (both directions). 153 metres (167 yards).
London-North-Western-North	0428	001	BUCKSHAW PARKWAY	Platform Lengths Buckshaw Parkway
London-North-Western-North	0428	002	BUCKSHAW PARKWAY	Up 150 metres (164 yards)
London-North-Western-North	0428	003	BUCKSHAW PARKWAY	Down 150 metres (164 yards)
London-North-Western-North	0430	010	UNITED FC HALT	Platform Lengths United FC Halt.
London-North-Western-North	0430	011	UNITED FC HALT	145 metres (159 yards).
London-North-Western-North	0435	007	HUNTS CROSS	Platform Lengths Hunts Cross
London-North-Western-North	0435	008	HUNTS CROSS	Platform 1
London-North-Western-North	0435	009	HUNTS CROSS	Down 116m (127 yards)
London-North-Western-North	0435	010	HUNTS CROSS	Platform 2
London-North-Western-North	0435	011	HUNTS CROSS	Up and Down 130m (142 yards)
London-North-Western-North	0435	013	HUNTS CROSS	Up and Down 130m (142 yards)
London-North-Western-North	0439	009	MANCHESTER VICTORIA	Platform Lengths Manchester Victoria
London-North-Western-North	0440	011	SALFORD CENTRAL	Platform Lengths Salford Central
London-North-Western-North	0440	012	SALFORD CENTRAL	Platform 1 136 metres (149 yards)
London-North-Western-North	0440	013	SALFORD CENTRAL	Platform 2 140 metres (153 yards)
London-North-Western-North	0440	014	SALFORD CENTRAL	0.0.U. - platforms Out Of Use.
London-North-Western-North	0440	016	SALFORD CENTRAL	Down Salford to Om 67ch
London-North-Western-North	0440	017	SALFORD CENTRAL	Up Salford from Om 71ch
London-North-Western-North	0443	010	SALFORD CENTRAL	0.0.U. - platforms Out Of Use.
London-North-Western-North	0450	003	PARBOLD	Platform Lengths Parbold
London-North-Western-North	0450	004	PARBOLD	Up 104m (114yards)
London-North-Western-North	0450	005	PARBOLD	Down 118m (129yards)
London-North-Western-North	0450	006	PARBOLD	Platform Lengths Hoscar
London-North-Western-North	0450	007	PARBOLD	Up 116m (127yards)
London-North-Western-North	0450	008	PARBOLD	Down 159m (174yards)
London-North-Western-North	0451	001	BURSCOUGH BRIDGE	Platform Lengths Burscough Bridge
London-North-Western-North	0451	002	BURSCOUGH BRIDGE	Up 121 metres (132 yards)
London-North-Western-North	0451	003	BURSCOUGH BRIDGE	Down 126 metres (138 yards)
London-North-Western-North	0451	004	BURSCOUGH BRIDGE	Platform Lengths New Lane
London-North-Western-North	0451	005	BURSCOUGH BRIDGE	Up 61metres (67 yards)
London-North-Western-North	0451	006	BURSCOUGH BRIDGE	Down 76 metres (83 yards)
London-North-Western-North	0451	007	BURSCOUGH BRIDGE	Platform Lengths Bescar Lane
London-North-Western-North	0451	008	BURSCOUGH BRIDGE	Up 66 metres (72 yards)
London-North-Western-North	0451	009	BURSCOUGH BRIDGE	Down 75 metres (82 yards)
London-North-Western-North	0455	004	DARWEN	Platform Lengths Darwen
London-North-Western-North	0455	005	DARWEN	Platform 1 80 metres (87 yards)
London-North-Western-North	0455	006	DARWEN	Platform 2. 79 metres (86 yards)
London-North-Western-North	0455	009	DARWEN	Down direction)
London-North-Western-North	0456	001	WESTHOUGHTON	Platform Lengths Westhoughton
London-North-Western-North	0456	002	WESTHOUGHTON	Up 96 metres (105 yards).
London-North-Western-North	0456	003	WESTHOUGHTON	Down 99 metres (108 yards).
London-North-Western-North	0475	011	MANCHESTER VICTORIA	Platform lengths Manchester Victoria.
London-North-Western-North	0475	017	MANCHESTER VICTORIA	Up 4 Down 254 metres (278 yards).
London-North-Western-North	0475	019	MANCHESTER VICTORIA	Up 4 Down 224 metres (245 yards).
London-North-Western-North	0480	010	CASTLETON	Platform Lengths Castleton
London-North-Western-North	0480	011	CASTLETON	Platform 1 - 143 metres (156 yards)
London-North-Western-North	0480	012	CASTLETON	Platform 2 - 137 metres (150 yards)
London-North-Western-North	0481	001	ROCHDALE	Platform Lengths Rochdale
London-North-Western-North	0481	002	ROCHDALE	Platform 1 198 metres (216 yards).
London-North-Western-North	0481	003	ROCHDALE	Platform 2. 132 metres (144 yards) (PP authorised).
London-North-Western-North	0481	004	ROCHDALE	Platform 3 184 metres (201 yards)
London-North-Western-North	0481	005	ROCHDALE	Platform 4. 105 metres (114 yards) (PP authorised).
London-North-Western-North	0483	001	WALSDEN	Platform Lengths. Walsden
London-North-Western-North	0483	002	WALSDEN	Platform 1 Up 101 metres (110 yards).
London-North-Western-North	0483	003	WALSDEN	Platform 2 Down 101 metres (110 yards).
London-North-Western-North	0484	002	TODMORDEN	Platform Lengths Todmorden
London-North-Western-North	0484	003	TODMORDEN	Platform 1 Up 121 metres (132 yards).
London-North-Western-North	0484	004	TODMORDEN	Platform 2 Down 121 metres (132 yards).
London-North-Western-North	0491	005	CROSTON	Platform Lengths Croston
London-North-Western-North	0491	006	CROSTON	Platform Up 8 Down 76m (83 yds)
London-North-Western-North	0494	001	LOSTOCK HALL	Platform Lengths Lostock Hall
London-North-Western-North	0494	002	LOSTOCK HALL	Up 83m (91 yards)
London-North-Western-North	0494	003	LOSTOCK HALL	Down 83m (91 yards)
London-North-Western-North	0495	001	BAMBER BRIDGE	Platform Lengths Bamber Bridge
London-North-Western-North	0495	002	BAMBER BRIDGE	Platform Up 75m (82 yds)
London-North-Western-North	0495	003	BAMBER BRIDGE	Platform Down 79m (86 yds)
London-North-Western-North	0497	004	BLACKBURN	Platform Lengths Blackburn
London-North-Western-North	0498	004	RISHTON	Platform Lengths Rishton
London-North-Western-North	0498	005	RISHTON	Platform Up 65m (71 yds)
London-North-Western-North	0498	006	RISHTON	Platform Down 45m (49 yds)
London-North-Western-North	0498	007	RISHTON	Platform Lengths Church 8 Oswaldtwistle
London-North-Western-North	0498	008	RISHTON	Platform Up 72m (79 yds)
London-North-Western-North	0498	009	RISHTON	Platform Down 82m (90 yds)
London-North-Western-North	0501	001	BURNLEY MANCHESTER ROAD	Platform Len = Burnley Manchester Road
London-North-Western-North	0501	002	BURNLEY MANCHESTER ROAD	Platform Up n (97 5s)
London-North-Western-North	0501	003	BURNLEY MANCHESTER ROAD	Platform Down 84m (92 yds)
London-North-Western-North	0506	005	CLITHEROE	Platform Lengths Clitheroe
London-North-Western-North	0506	006	CLITHEROE	Platform 1 74 metres (81 yards)
London-North-Western-North	0506	007	CLITHEROE	Platform 2 74 metres (81 yards)
London-North-Western-North	0548	008	LIVERPOOL CENTRAL	Platform Lengths Liverpool Central
London-North-Western-North	0548	009	LIVERPOOL CENTRAL	Platform 1
London-North-Western-North	0549	005	MOORFIELDS	Platform Lengths Moorfields
London-North-Western-North	0549	006	MOORFIELDS	Up 128m (140 yards)
London-North-Western-North	0549	007	MOORFIELDS	Down 128m (140 yards)
London-North-Western-North	0550	003	SANDHILLS	Platform Lengths Sandhills
London-North-Western-North	0550	004	SANDHILLS	Platform 1
London-North-Western-North	0556	002	SOUTHPORT	Platform Lengths Southport
London-North-Western-North	0557	004	JAMES STREET	Platform Lengths. James Street
London-North-Western-North	0557	005	JAMES STREET	Platform 2i 129m (141 yards)
London-North-Western-North	0558	003	KIRKDALE	Platform Lengths Kirkdale
London-North-Western-North	0558	004	KIRKDALE	Up 130m (142 yards)
London-North-Western-North	0558	005	KIRKDALE	Down 127m (139 yards)
London-North-Western-North	0577	003	WALLASEY VILLAGE	Platform Lengths Wallasey Village
London-North-Western-North	0577	004	WALLASEY VILLAGE	Up 129m (141 yards)
London-North-Western-North	0577	005	WALLASEY VILLAGE	Down 128m (140 yards)
London-North-Western-North	0606	001	EDALE	Platform Lengths. Edale
London-North-Western-North	0606	002	EDALE	Up 99m (108 yards)
London-North-Western-North	0606	003	EDALE	Down 99m (108 yards)
London-North-Western-North	0607	001	CHINLEY	Platform Lengths Chinley
London-North-Western-North	0607	002	CHINLEY	Up 116m (127 yards)
London-North-Western-North	0607	003	CHINLEY	Down 116m (127 yards)
London-North-Western-North	0610	002	HAZEL GROVE	Platform Lengths. Hazel Grove
London-North-Western-North	0610	003	HAZEL GROVE	Up 169m (185 yards)
London-North-Western-North	0610	004	HAZEL GROVE	Down 169m (185 yards)
London-North-Western-North	0610	005	HAZEL GROVE	Down Siding 121m (399ft)
London-North-Western-North	0610	006	HAZEL GROVE	Up Siding 121m (399ft)
London-North-Western-North	0618	002	NEW MILLS CENTRAL	Platform Lengths New Mills Central
London-North-Western-North	0618	003	NEW MILLS CENTRAL	Up 95m (104 yds)
London-North-Western-North	0618	004	NEW MILLS CENTRAL	Down 116m (127 yds)
London-North-Western-North	0622	006	ROSE HILL	Platform Lengths. Rose Hill
London-North-Western-North	0622	007	ROSE HILL	Platform 87m (95 yds)
London-North-Western-North	0624	001	HYDE NORTH	Platform Lengths Flyde North
London-North-Western-North	0624	002	HYDE NORTH	Platform Up 120m (131 yds)
London-North-Western-North	0624	003	HYDE NORTH	Platform Down 121m 142 yds)
London-North-Western-North	0654	001	DENT	Platform Lengths Dent
London-North-Western-North	0654	002	DENT	Platform Up 93m (102 yds)
London-North-Western-North	0654	003	DENT	Down 93m (102 yds)
London-North-Western-North	0655	001	GARSDALE	Platform Lengths Garsdale
London-North-Western-North	0655	002	GARSDALE	Platform Up 120m (131 yds)
London-North-Western-North	0655	003	GARSDALE	Down 120m (131 yds)
London-North-Western-North	0656	003	KIRKBY STEPHEN	Platform Lengths Kirkby Stephen
London-North-Western-North	0656	004	KIRKBY STEPHEN	Platform Up 91m (100 yds)
London-North-Western-North	0656	005	KIRKBY STEPHEN	Down 91m (100 yds)
London-North-Western-North	0657	001	APPLEBY	Platform Lengths Appleby
London-North-Western-North	0657	002	APPLEBY	Platform Up 164m (179 yds)
London-North-Western-North	0657	003	APPLEBY	Platform Down 165m (180 yds)
London-North-Western-North	0660	001	ARMATHWAITE	Platform Lengths Armathwaite
London-North-Western-North	0660	002	ARMATHWAITE	Platform Up 93m (102 yds)
London-North-Western-North	0660	003	ARMATHWAITE	Platform Down 91m (100 yds)
London-North-Western-North	0663	004	GIGGLESWICK	Platform lengths Giggleswick.
London-North-Western-North	0663	005	GIGGLESWICK	Up platform 84 metres (92 yards).
London-North-Western-North	0663	006	GIGGLESWICK	Down platform 84 metres (92 yards).
London-North-Western-North	0663	007	GIGGLESWICK	Telephone provided on Up platform.
London-North-Western-North	0665	001	BENTHAM	Platform lengths. Bentham.
London-North-Western-North	0665	002	BENTHAM	Up platform 101 metres (110 yards).
London-North-Western-North	0665	003	BENTHAM	Down platform 139 metres (152 yards).
London-North-Western-North	0666	001	WENNINGTON	Platform lengths Wennington.
London-North-Western-North	0666	002	WENNINGTON	Up platform 81 metres (89 yards).
London-North-Western-North	0666	003	WENNINGTON	Down platform 81 metres (89 yards).
London-North-Western-North	0666	004	WENNINGTON	Telephone provided on Up platform.
London-North-Western-North	0667	010	CARNFORTH	Platform lengths Carnforth.
London-North-Western-South	0097	002	EUSTON	Platform Lengths
London-North-Western-South	0097	004	EUSTON	1- 398 metres 10- 194 metres
London-North-Western-South	0097	006	EUSTON	2- 376 metres 11- 258 metres
London-North-Western-South	0097	008	EUSTON	3- 325 metres 12- 293 metres
London-North-Western-South	0097	010	EUSTON	4- 321 metres 13- 304 metres
London-North-Western-South	0097	012	EUSTON	5- 275 metres 14- 306 metres
London-North-Western-South	0097	014	EUSTON	6- 273 metres 15- 402 metres
London-North-Western-South	0097	016	EUSTON	7- 292 metres 16- 334 metres
London-North-Western-South	0097	018	EUSTON	8- 254 metres 17A- 209 metres
London-North-Western-South	0097	020	EUSTON	9- 197 metres 17B- 284 metres
London-North-Western-South	0097	022	EUSTON	18- 245 metres
London-North-Western-South	0103	008	WEMBLEY CENTRAL	Platform Lengths
London-North-Western-South	0103	009	WEMBLEY CENTRAL	3 - 181 metres 5 - 146 metres
London-North-Western-South	0103	010	WEMBLEY CENTRAL	4 - 148 metres 6 - 155 metres
London-North-Western-South	0106	005	WATFORD JUNCTION	Platform Lengths Watford Junction
London-North-Western-South	0106	007	WATFORD JUNCTION	6 - 285 metres
London-North-Western-South	0106	009	WATFORD JUNCTION	7 - 285 metres
London-North-Western-South	0106	011	WATFORD JUNCTION	8 - 285 metres
London-North-Western-South	0106	013	WATFORD JUNCTION	9- 275 metres
London-North-Western-South	0109	004	HEMEL HEMPSTEAD	Platform Lengths
London-North-Western-South	0109	005	HEMEL HEMPSTEAD	1-245 metres
London-North-Western-South	0109	006	HEMEL HEMPSTEAD	2 - 245 metres
London-North-Western-South	0109	007	HEMEL HEMPSTEAD	3 - 245 metres
London-North-Western-South	0109	008	HEMEL HEMPSTEAD	4 - 245 metres
London-North-Western-South	0111	004	CHEDDINGTON	Platform Lengths Cheddington
London-North-Western-South	0111	005	CHEDDINGTON	1-247 metres
London-North-Western-South	0111	006	CHEDDINGTON	2 - 247 metres
London-North-Western-South	0111	007	CHEDDINGTON	3 - 247 metres
London-North-Western-South	0111	008	CHEDDINGTON	4 - 247 metres
London-North-Western-South	0112	003	LEIGHTON BUZZARD	Platform Lengths Leighton Buzzard
London-North-Western-South	0112	004	LEIGHTON BUZZARD	1-256 metres 3 - 256 metres
London-North-Western-South	0112	005	LEIGHTON BUZZARD	2 - 256 metres 4 - 257 metres
London-North-Western-South	0113	004	BLETCHLEY	Platform Lengths Bletchley
London-North-Western-South	0113	005	BLETCHLEY	Platform 1 253 metres. Platform 2 253 metres.
London-North-Western-South	0113	006	BLETCHLEY	Platform 3 253 metres. Platform 4 262 metres.
London-North-Western-South	0113	007	BLETCHLEY	Platform 5 262 metres. Platform 6 129 metres.
London-North-Western-South	0114	009	MILTON KEYNES CENTRAL	Platform Lengths
London-North-Western-South	0114	010	MILTON KEYNES CENTRAL	1 251 metres. 2 308 metres.
London-North-Western-South	0114	011	MILTON KEYNES CENTRAL	2A 124 metres
London-North-Western-South	0115	007	WOLVERTON	Platform Lengths
London-North-Western-South	0115	008	WOLVERTON	1-251 metres
London-North-Western-South	0115	009	WOLVERTON	2 - 248 metres
London-North-Western-South	0115	010	WOLVERTON	3-253 metres
London-North-Western-South	0115	011	WOLVERTON	4 - 246 metres
London-North-Western-South	0118	024	RUGBY	directions for Platforms 1, 2, 4, 5 6.
London-North-Western-South	0119	005	RUGBY	directions for platforms 1, 2, 4, 5 8 6.
London-North-Western-South	0119	006	RUGBY	Platform Lengths. see MD101 seq.022
London-North-Western-South	0121	011	NUNEATON	DaUPL Down 4 Up Platform Line
London-North-Western-South	0122	017	NUNEATON	DaUPL Down 4 Up Platform Line
London-North-Western-South	0125	012	LICHFIELD TRENT VALLEY	Platform lengths. Lichfield Trent Valley
London-North-Western-South	0125	013	LICHFIELD TRENT VALLEY	1- 268 metres
London-North-Western-South	0125	014	LICHFIELD TRENT VALLEY	2 - 255 metres
London-North-Western-South	0127	006	NORTHAMPTON	DPL - Down Platform Loop
London-North-Western-South	0127	007	NORTHAMPTON	Platform Lengths
London-North-Western-South	0127	009	NORTHAMPTON	1-275 metres 4 - 256 metres
London-North-Western-South	0127	010	NORTHAMPTON	2 - 275 metres 5 - 169 metres
London-North-Western-South	0127	011	NORTHAMPTON	3 - 289 metres
London-North-Western-South	0127	012	NORTHAMPTON	PP is authorised in Platforms 1 and 3 in both
London-North-Western-South	0129	001	LONG BUCKBY	Platform Lengths.
London-North-Western-South	0129	002	LONG BUCKBY	Down Northampton - 179 metres
London-North-Western-South	0129	003	LONG BUCKBY	Up Northampton - 181 metres
London-North-Western-South	0129	006	LONG BUCKBY	Down Northampton to 78m 17ch.
London-North-Western-South	0129	007	LONG BUCKBY	Up Northampton from 77m 60ch.
London-North-Western-South	0136	015	KENTON	Platform Lengths Kenton
London-North-Western-South	0136	016	KENTON	Down - 121 metres
London-North-Western-South	0136	017	KENTON	Up - 121 metres
London-North-Western-South	0139	001	WATFORD JUNCTION	Platform lengths Watford Junction
London-North-Western-South	0139	002	WATFORD JUNCTION	Platform 1 - 135 metres (148 yards)
London-North-Western-South	0139	003	WATFORD JUNCTION	Platform 2 - 135 metres (148 yards)
London-North-Western-South	0139	004	WATFORD JUNCTION	Platform 3 - 135 metres (148 yards)
London-North-Western-South	0139	005	WATFORD JUNCTION	Platform 4 - 135 metres (148 yards)
London-North-Western-South	0140	003	WATFORD JUNCTION	Platform 11
London-North-Western-South	0154	001	BLETCHLEY	Platform Lengths. Bletchley
London-North-Western-South	0154	002	BLETCHLEY	Platform 5 262 metres.
London-North-Western-South	0154	003	BLETCHLEY	Platform 6. 129 metres.
London-North-Western-South	0158	001	STEWARTBY	Platform Lengths Stewartby
London-North-Western-South	0158	002	STEWARTBY	Down - 37 metres
London-North-Western-South	0158	003	STEWARTBY	Up - 51 metres
London-North-Western-South	0167	003	SHEPHERDS BUSH	Platform Lengths Shepherds Bush
London-North-Western-South	0167	004	SHEPHERDS BUSH	Platform 1 166 metres (182 yards)
London-North-Western-South	0167	005	SHEPHERDS BUSH	Platform 2 208 metres (227 yards)
London-North-Western-South	0184	019	NUNEATON	DaUPL Down 4 Up Platform Line
London-North-Western-South	0189	004	COVENTRY	Platform lengths Coventry
London-North-Western-South	0189	005	COVENTRY	Platform 1 321 metres (PP-C in Up Direction only)
London-North-Western-South	0189	006	COVENTRY	Platform 2. 352 metres
London-North-Western-South	0189	007	COVENTRY	Platform 3 352 metres
London-North-Western-South	0189	008	COVENTRY	Platform 4 242 metres (PP-C in Down Direction only)
London-North-Western-South	0192	014	BIRMINGHAM INTERNATIONAL	P1 - Platform 1 line
London-North-Western-South	0192	016	BIRMINGHAM INTERNATIONAL	P2 - Platform 2 line
London-North-Western-South	0192	018	BIRMINGHAM INTERNATIONAL	P5 - Platform 5 line
London-North-Western-South	0192	020	BIRMINGHAM INTERNATIONAL	Platform lengths Birmingham International
